ID,iTree Common Name,iTree Botantical Name,iTree#,iTree Text,DBH,Address,CONDITION,MAINTPRIM,DEFECT,OHUTIL,SEWERVENT,WATERGAS,GSLENGTH,GSWIDTH,NOTES,Planted Date,Site Usage,Quadrant,Management Designation,In the CEJA?,LATITUDE,LONGITUDE,Native or Cultivated,Native Locale,Size Category,Shape or Form,Height (ft),Spread (ft),Growth Rate,Invasiveness,Wildlife,Leaf Description,Fall Color,Bark Color and Texture,Flower Description,Flower Color,Flower Fragrance,"Fruit, Nut, and Seed Descriptions",Plant Care,"Disease, Pests, and Problems",Shape or Form,OPAL Overall,OPAL F,OPAL M,CARE-S Allergy Potential,CARE-S Pollen Transport Mechanisms,CARE-S Pollen Production Amounts,Drough Resistance,Salt Tolerance,Bare Root Transplanting ,Required Soil Volumet,Invasiveness,Soil Preference,Light Exposure,Family (English),Family (Botanic),Suggested Frequency of Planting,Size Category,Native or Cultivated
10821,Higan cherry,Prunus subhirtella,4731,PRSU,6,901 BUCHANAN AVE,Good,Train,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04601983,-76.32259937,Non-native,0,Medium,0,25-35,25-35,0,Little,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,Rose,Rosaceae,Sparingly,Medium,Non-native
10822,American beech,Fagus grandifolia,3312,FAGR,26,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04601572,-76.32278891,Native to North America,0,Large,0,60-80,40-60,0,Low,0,0,"Bronze, Yellow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Not tolerant,Medium,50,Low,0,0,0,0,Frequently,Large,Native to North America
10823,Bur oak,Quercus macrocarpa,4926,QUMA1,4,901 BUCHANAN AVE,Good,Train,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04605816,-76.32296593,Native,Eastern and Central North America,Large,Rounded crown,60-90,60-80,Slow to medium,Little,Acorns are a valuable food source for wildlife,6-12 inches long; variable shape with deep sinuses in lower half,"Yellow, Copper","Gray to brown, deeply ridged and furrowed",Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 1-1.5 inches long; fringed cap covers about half of the nut",Not Fragrant,Generally resistant; occasional issues with oak wilt and insects,Rounded crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Difficult,100,Little,"Prefers deep, rich, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,Moderately,Large,Native
10824,Shagbark hickory,Carya ovata,2195,CAOV,21,901 BUCHANAN AVE,Fair,Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04596234,-76.32294626,Native,"Midwest, North America",Large,Oval to rounded crown,60-80,25-35,Slow to medium,Little,Provides habitat and food for various wildlife; nuts are edible,Pinnately compound leaves with 5 leaflets; yellow fall color,"Yellow, Gold","Gray bark peeling away in large, flat, curving plates, giving a shaggy appearance",Inconspicuous; male and female flowers on the same tree,Inconspicuous,Not Fragrant,Edible nuts encased in a thick husk; mature in autumn,Not Fragrant,Generally free of serious pests and diseases; monitor for leaf spot and canker,Oval to rounded crown,8,0,0,No Data,No Data,No Data,Moderate,Poor,Difficult,100,Little,"Prefers moist, well-drained soils; tolerates a range of soil conditions",Full sun,Walnut,Juglandaceae,Sparingly,Large,Native
10825,Kousa dogwood,Cornus kousa,2577,COKO,13,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04591032,-76.32286222,Non-native,Asia,Small,"Broad, round form",20-30,15-20,Slow,Little,Attracts insect pollinators,"Opposite, simple, elliptical leaves; dark green turning burgundy-red in fall","Red, Purple","Gray-brown, slightly exfoliating bark","White, 1-2 inch pointed bracts above foliage in June",Pink,Not Fragrant,"Raspberry-like, 1-inch red fruit appearing in August",Not Fragrant,Can develop root rot in heavy clay soils; affected by borers and leaf spots; resistant to anthracnose,"Broad, round form",5,0,0,0,Insect Pollination and Wind Pollination,Medium Pollen Production,Moderate,Poor,Difficult,50,Little,"Acidic, moist, well-drained soil",Full sun to partial shade,Dogwood,Cornaceae,Sparingly,Small,Non-native
10826,Shagbark hickory,Carya ovata,2195,CAOV,22,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04581587,-76.32274957,Native,"Midwest, North America",Large,Oval to rounded crown,60-80,25-35,Slow to medium,Little,Provides habitat and food for various wildlife; nuts are edible,Pinnately compound leaves with 5 leaflets; yellow fall color,"Yellow, Gold","Gray bark peeling away in large, flat, curving plates, giving a shaggy appearance",Inconspicuous; male and female flowers on the same tree,Inconspicuous,Not Fragrant,Edible nuts encased in a thick husk; mature in autumn,Not Fragrant,Generally free of serious pests and diseases; monitor for leaf spot and canker,Oval to rounded crown,8,0,0,No Data,No Data,No Data,Moderate,Poor,Difficult,100,Little,"Prefers moist, well-drained soils; tolerates a range of soil conditions",Full sun,Walnut,Juglandaceae,Sparingly,Large,Native
10828,Shagbark hickory,Carya ovata,2195,CAOV,21,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04577343,-76.32288368,Native,"Midwest, North America",Large,Oval to rounded crown,60-80,25-35,Slow to medium,Little,Provides habitat and food for various wildlife; nuts are edible,Pinnately compound leaves with 5 leaflets; yellow fall color,"Yellow, Gold","Gray bark peeling away in large, flat, curving plates, giving a shaggy appearance",Inconspicuous; male and female flowers on the same tree,Inconspicuous,Not Fragrant,Edible nuts encased in a thick husk; mature in autumn,Not Fragrant,Generally free of serious pests and diseases; monitor for leaf spot and canker,Oval to rounded crown,8,0,0,No Data,No Data,No Data,Moderate,Poor,Difficult,100,Little,"Prefers moist, well-drained soils; tolerates a range of soil conditions",Full sun,Walnut,Juglandaceae,Sparingly,Large,Native
10830,Pignut hickory,Carya glabra,2186,CAGL,26,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04578301,-76.32302137,Native,Eastern North America,Large,Oval to rounded crown,50-60,25-35,Medium,Little,Provides habitat and food for various wildlife; nuts are bitter and not commonly consumed by humans,Pinnately compound leaves with 5-7 leaflets; golden-yellow fall color,"Yellow, Gold","Tight, gray bark",Inconspicuous; male and female flowers on the same tree,Inconspicuous,Not Fragrant,Bitter nuts encased in a thin husk; mature in autumn,Not Fragrant,Generally free of serious pests and diseases; monitor for leaf spot and canker,Oval to rounded crown,8,0,0,No Data,No Data,No Data,High,Poor,Difficult,100,Little,"Prefers moist, well-drained soils; tolerates dry sites",Full sun,Walnut,Juglandaceae,Sparingly,Large,Native
10832,Horse chestnut,Aesculus hippocastanum,1710,AEHI,3,901 BUCHANAN AVE,Good,Train,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04580081,-76.32320197,Non-native,0,Large,0,50-75,50-60,0,Little,0,0,"Yellow, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Moderate,Moderately difficult,50,Little,0,0,0,0,Sparingly,Large,Non-native
10833,Red maple,Acer rubrum,1678,ACRU,21,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,SLF,,Tree,NWQ,Park,No,40.04593867,-76.32212365,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
10835,Freeman maple,Acer x freemanii,1683,ACFR,3,901 BUCHANAN AVE,Fair,Train,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04590484,-76.32312687,nativar,Hybrid of red and silver maple,Large,Upright to broadly oval crown,45,25,Fast,Little,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, 3-5 inches long; medium green with silvery underside; red-orange to yellow fall color","Yellow, Red","Silver-gray bark, becoming fissured with age",Inconspicuous; some trees have both male and female flowers,Inconspicuous,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Generally free of serious pests and diseases,Upright to broadly oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun,Soapberry,Sapindaceae,Sparingly,Large,nativar
10836,Red maple,Acer rubrum,1678,ACRU,12,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,SLF,,Tree,NWQ,Park,No,40.04581093,-76.32185649,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
10838,Higan cherry,Prunus subhirtella,4731,PRSU,9,901 BUCHANAN AVE,Fair,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04590758,-76.32321806,Non-native,0,Medium,0,25-35,25-35,0,Little,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,Rose,Rosaceae,Sparingly,Medium,Non-native
10839,Silver maple,Acer saccharinum,1679,ACSA1,20,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04574106,-76.32179944,Native to North America,Eastern North America,Large,"Open, spreading crown",60-100,40-60,Fast,Medium,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, deeply cut, 6-8 inches long; green above, silvery-white beneath; yellow to brown fall color",Yellow,"Gray bark, smooth when young, becoming shaggy with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Brittle wood prone to storm damage; susceptible to leaf chlorosis in high pH soils,"Open, spreading crown",0,1,9,2,Primarily Wind Pollination,Medium Pollen Production,Low,Tolerant,Medium,30,Medium,"Prefers moist, well-drained soils; tolerates wet soils",Full sun,Soapberry,Sapindaceae,Frequently,Large,Native to North America
10841,Shagbark hickory,Carya ovata,2195,CAOV,24,901 BUCHANAN AVE,Poor,Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04609512,-76.3231966,Native,"Midwest, North America",Large,Oval to rounded crown,60-80,25-35,Slow to medium,Little,Provides habitat and food for various wildlife; nuts are edible,Pinnately compound leaves with 5 leaflets; yellow fall color,"Yellow, Gold","Gray bark peeling away in large, flat, curving plates, giving a shaggy appearance",Inconspicuous; male and female flowers on the same tree,Inconspicuous,Not Fragrant,Edible nuts encased in a thick husk; mature in autumn,Not Fragrant,Generally free of serious pests and diseases; monitor for leaf spot and canker,Oval to rounded crown,8,0,0,No Data,No Data,No Data,Moderate,Poor,Difficult,100,Little,"Prefers moist, well-drained soils; tolerates a range of soil conditions",Full sun,Walnut,Juglandaceae,Sparingly,Large,Native
10842,Silver maple,Acer saccharinum,1679,ACSA1,17,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04575465,-76.32170184,Native to North America,Eastern North America,Large,"Open, spreading crown",60-100,40-60,Fast,Medium,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, deeply cut, 6-8 inches long; green above, silvery-white beneath; yellow to brown fall color",Yellow,"Gray bark, smooth when young, becoming shaggy with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Brittle wood prone to storm damage; susceptible to leaf chlorosis in high pH soils,"Open, spreading crown",0,1,9,2,Primarily Wind Pollination,Medium Pollen Production,Low,Tolerant,Medium,30,Medium,"Prefers moist, well-drained soils; tolerates wet soils",Full sun,Soapberry,Sapindaceae,Frequently,Large,Native to North America
10844,Higan cherry,Prunus subhirtella,4731,PRSU,11,901 BUCHANAN AVE,Fair,Routine Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04589663,-76.32329137,Non-native,0,Medium,0,25-35,25-35,0,Little,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,Rose,Rosaceae,Sparingly,Medium,Non-native
10845,Sugar maple,Acer saccharum,1680,ACSA2,11,901 BUCHANAN AVE,Fair,Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04575174,-76.32151296,nativar,Eastern North America,Large,"Dense, rounded crown",45-50,6-10,Medium,Little,Provides habitat and food for various bird species; source of maple syrup,"Leaves are opposite, simple, 3-6 inches long, with 5 lobes; dark green above, paler below; brilliant yellow to burnt-orange fall color","Yellow, Red","Gray-brown bark, becoming deeply furrowed with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch, tar spot, and verticillium wilt; sensitive to road salt","Dense, rounded crown",0,1,10,1,Primarily Wind Pollination,Reduced Pollen Production,Moderate,Poor,Easy,30,Little,"Prefers moist, well-drained soils; intolerant of compacted soils and pollution",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Large,nativar
10847,Horse chestnut,Aesculus hippocastanum,1710,AEHI,8,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04585556,-76.32338615,Non-native,0,Large,0,50-75,50-60,0,Little,0,0,"Yellow, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Moderate,Moderately difficult,50,Little,0,0,0,0,Sparingly,Large,Non-native
10848,Sugar maple,Acer saccharum,1680,ACSA2,28,901 BUCHANAN AVE,Fair,Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04572262,-76.3213862,nativar,Eastern North America,Large,"Dense, rounded crown",45-50,6-10,Medium,Little,Provides habitat and food for various bird species; source of maple syrup,"Leaves are opposite, simple, 3-6 inches long, with 5 lobes; dark green above, paler below; brilliant yellow to burnt-orange fall color","Yellow, Red","Gray-brown bark, becoming deeply furrowed with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch, tar spot, and verticillium wilt; sensitive to road salt","Dense, rounded crown",0,1,10,1,Primarily Wind Pollination,Reduced Pollen Production,Moderate,Poor,Easy,30,Little,"Prefers moist, well-drained soils; intolerant of compacted soils and pollution",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Large,nativar
10850,Ginkgo,Ginkgo biloba,3452,GIBI,3,901 BUCHANAN AVE,Fair,Routine Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04579433,-76.32334972,Non-native,China,Large,"Pyramidal when young, becoming broad and spreading with age",40-60,20-30,Slow to medium,Little,Provides habitat for various bird species; seeds consumed by wildlife,"Leaves are fan-shaped, 2-3 inches wide, often with a central notch; bright green, turning vibrant yellow in fall",Yellow,"Light gray to brown bark, becoming furrowed with age","Inconspicuous; male trees produce catkins, female trees produce ovules",Inconspicuous,Not Fragrant,Fleshy seeds with a strong odor on female trees; often avoided in landscape plantings,Not Fragrant,Generally free of serious pests and diseases; resistant to air pollution,"Pyramidal when young, becoming broad and spreading with age",0,2,7,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Ginkgo,Ginkgoaceae,Moderately,Large,Non-native
10851,Norway spruce,Picea abies,4416,PIAB,26,901 BUCHANAN AVE,Poor,Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04562267,-76.32132282,Non-native,0,Large,0,60-100,25-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Large,Non-native
10853,London planetree,Platanus x hybrida,4563,PLAC,1,901 BUCHANAN AVE,Fair,Train,Tree architecture,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04574232,-76.32346416,Non-native,Hybrid origin (P. occidentalis � P. orientalis),Large,"Broad, rounded crown",70-100,50-70,Fast,Little,Provides habitat and food for various bird species,"Leaves are alternate, simple, 5-9 inches long, palmately lobed with 3-5 lobes; medium to dark green; yellow-brown fall color",Yellow,"Mottled bark with patches of white, gray, and green; exfoliates to reveal creamy inner bark",Inconspicuous; small greenish flowers in clusters,Green,Not Fragrant,"Spherical fruit clusters (1 inch diameter) composed of multiple achenes, persisting into winter",Not Fragrant,Susceptible to anthracnose and powdery mildew; resistant cultivars like EXCLAMATION!� are available,"Broad, rounded crown",No Data,No Data,No Data,4,Primarily Wind Pollination,High Pollen Production,High,Poor,Easy,50,Little,"Prefers moist, well-drained soils; tolerates urban conditions and pollution",Full sun,Plane,Platanaceae,Moderately,Large,Non-native
10854,Japanese zelkova,Zelkova serrata,6044,ZESE,16,901 BUCHANAN AVE,Fair,Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04557803,-76.32115676,Non-native,"Japan, Korea, China",Large,Vase-shaped with spreading crown,60-80,50-60,Fast,Little,Seeds are a food source for birds and small mammals,1-3 inches long; elliptical with serrated margins; turns yellow to reddish-brown in fall,Orange,Exfoliating bark with orange-brown patches,"Small, inconspicuous flowers in clusters",Inconspicuous,Not Fragrant,"Small drupes, less than 0.5 inches long",Not Fragrant,Resistant to Dutch elm disease; monitor for pests,Vase-shaped with spreading crown,10,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Poor,Moderately Difficult,50,Little,"Moist, well-drained soils",Full sun,Elm,Ulmaceae,Moderately,Large,Non-native
10860,Japanese flowering crabapple,Malus sieboldii ssp. sieboldii,14718,MASIS,7,901 BUCHANAN AVE,Fair,Routine Prune,Tree architecture,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04562947,-76.3210845,Non-native,0,Small,0,15-25,15-20,0,Low,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Somewhat tolerant,High,50,Low,0,0,0,0,Sparingly,Small,Non-native
10866,Flowering dogwood,Cornus florida,2573,COFL,7,901 BUCHANAN AVE,Fair,Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04565664,-76.32117451,Non-native,Hybrid (C. florida � C. kousa),Small,"Multi-stemmed, round form",15-25,15-25,Moderate,None,Attracts birds and insect pollinators,"Opposite, simple leaves; characteristics intermediate between parents",Purple,Not specified,Four white or pink bracts with true flowers clustered at the center,Pink,Not Fragrant,Clusters of bright red fruit ripen in fall,Not Fragrant,Resistant to dogwood borer and anthracnose; may be difficult to find in nurseries,"Multi-stemmed, round form",5,0,0,0,Insect Pollination and Wind Pollination,Medium Pollen Production,Poor,Poor,Difficult,50,None,"Acidic, moist, well-drained soil",Full sun to partial shade,Dogwood,Cornaceae,Sparingly,Small,Non-native
10874,Japanese zelkova,Zelkova serrata,6044,ZESE,19,901 BUCHANAN AVE,Fair,Prune,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04586333,-76.32130887,Non-native,"Japan, Korea, China",Large,Vase-shaped with spreading crown,60-80,50-60,Fast,Little,Seeds are a food source for birds and small mammals,1-3 inches long; elliptical with serrated margins; turns yellow to reddish-brown in fall,Orange,Exfoliating bark with orange-brown patches,"Small, inconspicuous flowers in clusters",Inconspicuous,Not Fragrant,"Small drupes, less than 0.5 inches long",Not Fragrant,Resistant to Dutch elm disease; monitor for pests,Vase-shaped with spreading crown,10,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Poor,Moderately Difficult,50,Little,"Moist, well-drained soils",Full sun,Elm,Ulmaceae,Moderately,Large,Non-native
10879,Japanese zelkova,Zelkova serrata,6044,ZESE,20,901 BUCHANAN AVE,Fair,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04587013,-76.32140268,Non-native,"Japan, Korea, China",Large,Vase-shaped with spreading crown,60-80,50-60,Fast,Little,Seeds are a food source for birds and small mammals,1-3 inches long; elliptical with serrated margins; turns yellow to reddish-brown in fall,Orange,Exfoliating bark with orange-brown patches,"Small, inconspicuous flowers in clusters",Inconspicuous,Not Fragrant,"Small drupes, less than 0.5 inches long",Not Fragrant,Resistant to Dutch elm disease; monitor for pests,Vase-shaped with spreading crown,10,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Poor,Moderately Difficult,50,Little,"Moist, well-drained soils",Full sun,Elm,Ulmaceae,Moderately,Large,Non-native
10885,Japanese zelkova,Zelkova serrata,6044,ZESE,20,901 BUCHANAN AVE,Fair,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0458808,-76.32146352,Non-native,"Japan, Korea, China",Large,Vase-shaped with spreading crown,60-80,50-60,Fast,Little,Seeds are a food source for birds and small mammals,1-3 inches long; elliptical with serrated margins; turns yellow to reddish-brown in fall,Orange,Exfoliating bark with orange-brown patches,"Small, inconspicuous flowers in clusters",Inconspicuous,Not Fragrant,"Small drupes, less than 0.5 inches long",Not Fragrant,Resistant to Dutch elm disease; monitor for pests,Vase-shaped with spreading crown,10,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Poor,Moderately Difficult,50,Little,"Moist, well-drained soils",Full sun,Elm,Ulmaceae,Moderately,Large,Non-native
10891,Silver maple,Acer saccharinum,1679,ACSA1,20,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04586527,-76.3215662,Native to North America,Eastern North America,Large,"Open, spreading crown",60-100,40-60,Fast,Medium,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, deeply cut, 6-8 inches long; green above, silvery-white beneath; yellow to brown fall color",Yellow,"Gray bark, smooth when young, becoming shaggy with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Brittle wood prone to storm damage; susceptible to leaf chlorosis in high pH soils,"Open, spreading crown",0,1,9,2,Primarily Wind Pollination,Medium Pollen Production,Low,Tolerant,Medium,30,Medium,"Prefers moist, well-drained soils; tolerates wet soils",Full sun,Soapberry,Sapindaceae,Frequently,Large,Native to North America
10897,Silver maple,Acer saccharinum,1679,ACSA1,28,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04587789,-76.32175888,Native to North America,Eastern North America,Large,"Open, spreading crown",60-100,40-60,Fast,Medium,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, deeply cut, 6-8 inches long; green above, silvery-white beneath; yellow to brown fall color",Yellow,"Gray bark, smooth when young, becoming shaggy with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Brittle wood prone to storm damage; susceptible to leaf chlorosis in high pH soils,"Open, spreading crown",0,1,9,2,Primarily Wind Pollination,Medium Pollen Production,Low,Tolerant,Medium,30,Medium,"Prefers moist, well-drained soils; tolerates wet soils",Full sun,Soapberry,Sapindaceae,Frequently,Large,Native to North America
10903,Green ash,Fraxinus pennsylvanica,3394,FRPE,20,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0460167,-76.32198775,Native to North America,0,Large,0,50-80,40-50,0,Medium,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Tolerant,High,50,Medium,0,0,0,0,Frequently,Large,Native to North America
10909,Green ash,Fraxinus pennsylvanica,3394,FRPE,51,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04634796,-76.32210756,Native to North America,0,Large,0,50-80,40-50,0,Medium,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Tolerant,High,50,Medium,0,0,0,0,Frequently,Large,Native to North America
10913,Northern red oak,Quercus rubra,4970,QURU,7,901 BUCHANAN AVE,Good,Routine Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04656972,-76.3220253,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
10919,Northern red oak,Quercus rubra,4970,QURU,37,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04603586,-76.3217696,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
10925,Freeman maple,Acer x freemanii,1683,ACFR,14,901 BUCHANAN AVE,Fair,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04607933,-76.32161115,nativar,Hybrid of red and silver maple,Large,Upright to broadly oval crown,45,25,Fast,Little,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, 3-5 inches long; medium green with silvery underside; red-orange to yellow fall color","Yellow, Red","Silver-gray bark, becoming fissured with age",Inconspicuous; some trees have both male and female flowers,Inconspicuous,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Generally free of serious pests and diseases,Upright to broadly oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun,Soapberry,Sapindaceae,Sparingly,Large,nativar
10931,Freeman maple,Acer x freemanii,1683,ACFR,27,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04611525,-76.32153536,nativar,Hybrid of red and silver maple,Large,Upright to broadly oval crown,45,25,Fast,Little,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, 3-5 inches long; medium green with silvery underside; red-orange to yellow fall color","Yellow, Red","Silver-gray bark, becoming fissured with age",Inconspicuous; some trees have both male and female flowers,Inconspicuous,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Generally free of serious pests and diseases,Upright to broadly oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun,Soapberry,Sapindaceae,Sparingly,Large,nativar
